dataset,shot,shot_label,backbone,method,method_variant,seed,top1_acc,top1_acc_source,num_prototypes_per_class,prototype_init,cache_entries,execution_env,run_mode,raw_metrics_is_paper_result,raw_metrics_eligible_for_paper_tables,run_dir,metrics_json_path,metadata_json_path,preflight_report_path
aid,4,4,remoteclip_vit_b32,proto_adapter,proto_adapter,1,0.932,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_1/20260518T144038_737a1f5f,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_1/20260518T144038_737a1f5f/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_1/20260518T144038_737a1f5f/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot4_seed1_20260518T144038/aid_remoteclip_vit_b32_proto_adapter_seed1/20260518T144154/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,proto_adapter,proto_adapter,1,0.943,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_1/20260518T144315_665da683,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_1/20260518T144315_665da683/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_1/20260518T144315_665da683/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot8_seed1_20260518T144315/aid_remoteclip_vit_b32_proto_adapter_seed1/20260518T144336/result_run_preflight_report.json
aid,16,16,remoteclip_vit_b32,proto_adapter,proto_adapter,1,0.949,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_16/seed_1/20260518T144404_4cee6602,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_16/seed_1/20260518T144404_4cee6602/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_16/seed_1/20260518T144404_4cee6602/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot16_seed1_20260518T144404/aid_remoteclip_vit_b32_proto_adapter_seed1/20260518T144428/result_run_preflight_report.json
aid,1,1,remoteclip_vit_b32,proto_adapter,proto_adapter,2,0.8265,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_1/seed_2/20260518T144502_8cbba650,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_1/seed_2/20260518T144502_8cbba650/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_1/seed_2/20260518T144502_8cbba650/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot1_seed2_20260518T144502/aid_remoteclip_vit_b32_proto_adapter_seed2/20260518T144530/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,proto_adapter,proto_adapter,2,0.9155,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_2/seed_2/20260518T144557_8f4146c2,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_2/seed_2/20260518T144557_8f4146c2/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_2/seed_2/20260518T144557_8f4146c2/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot2_seed2_20260518T144557/aid_remoteclip_vit_b32_proto_adapter_seed2/20260518T144619/result_run_preflight_report.json
aid,4,4,remoteclip_vit_b32,proto_adapter,proto_adapter,2,0.927,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_2/20260518T144651_ae63ef4c,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_2/20260518T144651_ae63ef4c/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_2/20260518T144651_ae63ef4c/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot4_seed2_20260518T144651/aid_remoteclip_vit_b32_proto_adapter_seed2/20260518T144710/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,proto_adapter,proto_adapter,2,0.932,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_2/20260518T144739_d5cb485c,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_2/20260518T144739_d5cb485c/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_2/20260518T144739_d5cb485c/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot8_seed2_20260518T144739/aid_remoteclip_vit_b32_proto_adapter_seed2/20260518T144759/result_run_preflight_report.json
aid,16,16,remoteclip_vit_b32,proto_adapter,proto_adapter,2,0.9415,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_16/seed_2/20260518T144831_36e6e3b6,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_16/seed_2/20260518T144831_36e6e3b6/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_16/seed_2/20260518T144831_36e6e3b6/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot16_seed2_20260518T144831/aid_remoteclip_vit_b32_proto_adapter_seed2/20260518T144853/result_run_preflight_report.json
aid,1,1,remoteclip_vit_b32,proto_adapter,proto_adapter,3,0.851,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_1/seed_3/20260518T144924_3ef26946,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_1/seed_3/20260518T144924_3ef26946/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_1/seed_3/20260518T144924_3ef26946/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot1_seed3_20260518T144924/aid_remoteclip_vit_b32_proto_adapter_seed3/20260518T144942/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,proto_adapter,proto_adapter,3,0.903,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_2/seed_3/20260518T145010_2f19d086,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_2/seed_3/20260518T145010_2f19d086/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_2/seed_3/20260518T145010_2f19d086/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot2_seed3_20260518T145010/aid_remoteclip_vit_b32_proto_adapter_seed3/20260518T145034/result_run_preflight_report.json
aid,4,4,remoteclip_vit_b32,proto_adapter,proto_adapter,3,0.9295,top1_acc,,,30,remote_server,server_full,False,False,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_3/20260518T145117_eb9c1cbd,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_3/20260518T145117_eb9c1cbd/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_3/20260518T145117_eb9c1cbd/metadata.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot4_seed3_20260518T145117/aid_remoteclip_vit_b32_proto_adapter_seed3/20260518T145140/result_run_preflight_report.json
