dataset,shot,shot_label,backbone,method,method_variant,seed,num_prototypes_per_class,prototype_init,cache_entries,compression_ratio,top1_acc,training_time_sec,inference_time_sec,images_per_second,gpu_memory_mb,rs_cpc_m_sources,prototype_init_sources,run_dir,metrics_json_path,preflight_report_path
aid,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M8_random_group_mean,1,8,random_group_mean,240,2.0,0.9395,0.0,21.608206312172115,185.11485600481151,,metrics.M=8; metadata.M=8; run_dir.M_x=8; command.--M=8; cache_entries/num_classes=8,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_8/random_group_mean/seed_1/20260519T101405_60a9a74f,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_8/random_group_mean/seed_1/20260519T101405_60a9a74f/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot16_M8_random_group_mean_seed1_20260519T101405/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T101423/result_run_preflight_report.json
aid,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,2,1,mean,30,1.0,0.8265,0.0,5.140609681606293,778.1178202096283,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=mean; metadata.prototype_init=mean; run_dir.prototype_init=mean; command.--prototype-init=mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/mean/seed_2/20260519T101500_8536b273,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/mean/seed_2/20260519T101500_8536b273/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot1_M1_mean_seed2_20260519T101500/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T101522/result_run_preflight_report.json
aid,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,2,1,medoid,30,1.0,0.8265,0.0,5.079559743404388,787.4698206264519,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/medoid/seed_2/20260519T101559_1637f58a,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/medoid/seed_2/20260519T101559_1637f58a/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot1_M1_medoid_seed2_20260519T101559/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T101630/result_run_preflight_report.json
aid,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,2,1,random_group_mean,30,1.0,0.8265,0.0,5.25536634773016,761.1267674474561,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/random_group_mean/seed_2/20260519T101657_0c94f8a8,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/random_group_mean/seed_2/20260519T101657_0c94f8a8/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot1_M1_random_group_mean_seed2_20260519T101657/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T101716/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,2,1,mean,30,2.0,0.9155,0.0,4.986797055229545,802.1180640999393,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=mean; metadata.prototype_init=mean; run_dir.prototype_init=mean; command.--prototype-init=mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/mean/seed_2/20260519T101747_d7888132,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/mean/seed_2/20260519T101747_d7888132/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_mean_seed2_20260519T101747/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T101811/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,2,1,medoid,30,2.0,0.8585,0.0,5.052724904380739,791.6520443319563,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_2/20260519T101839_168d78cf,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_2/20260519T101839_168d78cf/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_medoid_seed2_20260519T101839/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T101900/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,2,1,random_group_mean,30,2.0,0.9155,0.0,5.098829516209662,784.4937720085799,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_2/20260519T101925_09712a6f,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_2/20260519T101925_09712a6f/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_random_group_mean_seed2_20260519T101925/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T101953/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,2,2,medoid,60,1.0,0.8785,0.0,7.38153025880456,541.89305736827,,metrics.M=2; metadata.M=2; run_dir.M_x=2; command.--M=2; cache_entries/num_classes=2,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_2/20260519T102022_30163d79,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_2/20260519T102022_30163d79/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M2_medoid_seed2_20260519T102022/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102051/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,2,2,random_group_mean,60,1.0,0.8785,0.0,7.54189963079989,530.3703570470034,,metrics.M=2; metadata.M=2; run_dir.M_x=2; command.--M=2; cache_entries/num_classes=2,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_2/20260519T102120_46b0f08f,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_2/20260519T102120_46b0f08f/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M2_random_group_mean_seed2_20260519T102120/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102141/result_run_preflight_report.json
aid,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,2,1,mean,30,4.0,0.927,0.0,5.02012446988374,796.7929926830351,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=mean; metadata.prototype_init=mean; run_dir.prototype_init=mean; command.--prototype-init=mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_2/20260519T102211_7a14e452,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_2/20260519T102211_7a14e452/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_mean_seed2_20260519T102211/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102239/result_run_preflight_report.json
aid,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,2,1,medoid,30,4.0,0.903,0.0,5.224727408029139,765.5901806193697,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/medoid/seed_2/20260519T102305_d4d713c3,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/medoid/seed_2/20260519T102305_d4d713c3/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_medoid_seed2_20260519T102305/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102327/result_run_preflight_report.json
aid,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,2,1,random_group_mean,30,4.0,0.927,0.0,5.0308354161679745,795.0965732539966,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_2/20260519T102359_1a51f3af,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_2/20260519T102359_1a51f3af/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_random_group_mean_seed2_20260519T102359/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102420/result_run_preflight_report.json
aid,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,2,2,medoid,60,2.0,0.8905,0.0,8.107599172741175,493.36430116680305,,metrics.M=2; metadata.M=2; run_dir.M_x=2; command.--M=2; cache_entries/num_classes=2,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/medoid/seed_2/20260519T102551_881b165a,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/medoid/seed_2/20260519T102551_881b165a/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M2_medoid_seed2_20260519T102551/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102610/result_run_preflight_report.json
aid,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,2,2,random_group_mean,60,2.0,0.9165,0.0,7.365128895267844,543.0997959275408,,metrics.M=2; metadata.M=2; run_dir.M_x=2; command.--M=2; cache_entries/num_classes=2,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/random_group_mean/seed_2/20260519T102638_c296127e,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/random_group_mean/seed_2/20260519T102638_c296127e/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M2_random_group_mean_seed2_20260519T102638/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102717/result_run_preflight_report.json
aid,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_medoid,2,4,medoid,120,1.0,0.898,0.0,12.149961217306554,329.21915786054944,,metrics.M=4; metadata.M=4; run_dir.M_x=4; command.--M=4; cache_entries/num_classes=4,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/medoid/seed_2/20260519T102829_f8651496,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/medoid/seed_2/20260519T102829_f8651496/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M4_medoid_seed2_20260519T102829/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102925/result_run_preflight_report.json
aid,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_random_group_mean,2,4,random_group_mean,120,1.0,0.898,0.0,12.058708732947707,331.7104748596258,,metrics.M=4; metadata.M=4; run_dir.M_x=4; command.--M=4; cache_entries/num_classes=4,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/random_group_mean/seed_2/20260519T102958_0324ebad,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/random_group_mean/seed_2/20260519T102958_0324ebad/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M4_random_group_mean_seed2_20260519T102958/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T103017/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,2,1,mean,30,8.0,0.932,0.0,5.186648701317608,771.2108975076422,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=mean; metadata.prototype_init=mean; run_dir.prototype_init=mean; command.--prototype-init=mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/mean/seed_2/20260519T103055_f57b2993,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/mean/seed_2/20260519T103055_f57b2993/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M1_mean_seed2_20260519T103055/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T103129/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,2,1,medoid,30,8.0,0.909,0.0,5.222979501821101,765.8463906674948,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/medoid/seed_2/20260519T103155_5d08748c,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/medoid/seed_2/20260519T103155_5d08748c/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M1_medoid_seed2_20260519T103155/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T103214/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,2,1,random_group_mean,30,8.0,0.932,0.0,5.091607839800417,785.6064578918539,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/random_group_mean/seed_2/20260519T103239_b2b01a1c,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/random_group_mean/seed_2/20260519T103239_b2b01a1c/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M1_random_group_mean_seed2_20260519T103239/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T103400/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,2,2,medoid,60,4.0,0.8815,0.0,7.339851845055819,544.9701280679707,,metrics.M=2; metadata.M=2; run_dir.M_x=2; command.--M=2; cache_entries/num_classes=2,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_2/medoid/seed_2/20260519T103556_15994b7c,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_2/medoid/seed_2/20260519T103556_15994b7c/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M2_medoid_seed2_20260519T103556/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T103634/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,2,2,random_group_mean,60,4.0,0.923,0.0,7.472205241210759,535.3172016661389,,metrics.M=2; metadata.M=2; run_dir.M_x=2; command.--M=2; cache_entries/num_classes=2,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_2/random_group_mean/seed_2/20260519T103904_0e0c9875,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_2/random_group_mean/seed_2/20260519T103904_0e0c9875/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M2_random_group_mean_seed2_20260519T103904/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T103955/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_medoid,2,4,medoid,120,2.0,0.8785,0.0,12.00343409832567,333.2379690040495,,metrics.M=4; metadata.M=4; run_dir.M_x=4; command.--M=4; cache_entries/num_classes=4,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_4/medoid/seed_2/20260519T104123_f8d65cf5,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_4/medoid/seed_2/20260519T104123_f8d65cf5/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M4_medoid_seed2_20260519T104123/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T104144/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_random_group_mean,2,4,random_group_mean,120,2.0,0.9135,0.0,12.352519794367254,323.82056993942234,,metrics.M=4; metadata.M=4; run_dir.M_x=4; command.--M=4; cache_entries/num_classes=4,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_4/random_group_mean/seed_2/20260519T104221_49e6ab3a,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_4/random_group_mean/seed_2/20260519T104221_49e6ab3a/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M4_random_group_mean_seed2_20260519T104221/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T104246/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M8_medoid,2,8,medoid,240,1.0,0.8935,0.0,21.48022493161261,186.21778927990505,,metrics.M=8; metadata.M=8; run_dir.M_x=8; command.--M=8; cache_entries/num_classes=8,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_8/medoid/seed_2/20260519T104331_3122b8e4,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_8/medoid/seed_2/20260519T104331_3122b8e4/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M8_medoid_seed2_20260519T104331/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T104352/result_run_preflight_report.json
aid,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M8_random_group_mean,2,8,random_group_mean,240,1.0,0.8935,0.0,20.96195863187313,190.8218630828662,,metrics.M=8; metadata.M=8; run_dir.M_x=8; command.--M=8; cache_entries/num_classes=8,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_8/random_group_mean/seed_2/20260519T104437_89bc8edc,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_8/random_group_mean/seed_2/20260519T104437_89bc8edc/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M8_random_group_mean_seed2_20260519T104437/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T104504/result_run_preflight_report.json
aid,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,2,1,mean,30,16.0,0.9415,0.0,5.083316380158067,786.8878702127172,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=mean; metadata.prototype_init=mean; run_dir.prototype_init=mean; command.--prototype-init=mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_1/mean/seed_2/20260519T104535_a864aca5,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_1/mean/seed_2/20260519T104535_a864aca5/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot16_M1_mean_seed2_20260519T104535/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T104556/result_run_preflight_report.json
aid,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,2,1,medoid,30,16.0,0.9095,0.0,5.039926408790052,793.6623822569445,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_1/medoid/seed_2/20260519T104629_da851fd3,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_1/medoid/seed_2/20260519T104629_da851fd3/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot16_M1_medoid_seed2_20260519T104629/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T104656/result_run_preflight_report.json
aid,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,2,1,random_group_mean,30,16.0,0.9415,0.0,5.145273148082197,777.4125658403431,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_1/random_group_mean/seed_2/20260519T104734_a2de8423,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_1/random_group_mean/seed_2/20260519T104734_a2de8423/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot16_M1_random_group_mean_seed2_20260519T104734/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T104803/result_run_preflight_report.json
aid,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,2,2,medoid,60,8.0,0.8815,0.0,7.404300659894943,540.2265769224929,,metrics.M=2; metadata.M=2; run_dir.M_x=2; command.--M=2; cache_entries/num_classes=2,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_2/medoid/seed_2/20260519T104835_6ad27f6c,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_2/medoid/seed_2/20260519T104835_6ad27f6c/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot16_M2_medoid_seed2_20260519T104835/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T104934/result_run_preflight_report.json
aid,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,2,2,random_group_mean,60,8.0,0.9395,0.0,7.412549562752247,539.6253969214363,,metrics.M=2; metadata.M=2; run_dir.M_x=2; command.--M=2; cache_entries/num_classes=2,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_2/random_group_mean/seed_2/20260519T105007_5967ad22,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_2/random_group_mean/seed_2/20260519T105007_5967ad22/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot16_M2_random_group_mean_seed2_20260519T105007/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T105057/result_run_preflight_report.json
aid,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_medoid,2,4,medoid,120,4.0,0.8855,0.0,12.146314049139619,329.3180123465801,,metrics.M=4; metadata.M=4; run_dir.M_x=4; command.--M=4; cache_entries/num_classes=4,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_4/medoid/seed_2/20260519T105148_97a629e1,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_4/medoid/seed_2/20260519T105148_97a629e1/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot16_M4_medoid_seed2_20260519T105148/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T105221/result_run_preflight_report.json
aid,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_random_group_mean,2,4,random_group_mean,120,4.0,0.9345,0.0,12.334404297173023,324.2961640974244,,metrics.M=4; metadata.M=4; run_dir.M_x=4; command.--M=4; cache_entries/num_classes=4,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_4/random_group_mean/seed_2/20260519T105308_65715aa3,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_4/random_group_mean/seed_2/20260519T105308_65715aa3/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot16_M4_random_group_mean_seed2_20260519T105308/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T105342/result_run_preflight_report.json
