dataset,shot_label,backbone,method,method_variant,num_prototypes_per_class,prototype_init,mean_top1_acc,std_top1_acc,num_seeds,seeds,num_rows,cache_entries_values,result_file_paths,run_dirs,preflight_report_paths,policy_note
aid,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,1,medoid,0.8546666666666667,0.01269186090899727,3,1 2 3,3,30,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_1/20260519T093631_c77d63b8/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_2/20260519T101839_168d78cf/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_3/20260519T132138_0f6fe4b9/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_1/20260519T093631_c77d63b8 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_2/20260519T101839_168d78cf results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_3/20260519T132138_0f6fe4b9,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_medoid_seed1_20260519T093631/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T093652/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_medoid_seed2_20260519T101839/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T101900/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_medoid_seed3_20260519T132138/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132159/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,1,random_group_mean,0.9108333333333333,0.00682519840981441,3,1 2 3,3,30,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_1/20260519T093718_d8f2eb5f/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_2/20260519T101925_09712a6f/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_3/20260519T132223_a4ac2ee9/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_1/20260519T093718_d8f2eb5f results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_2/20260519T101925_09712a6f results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_3/20260519T132223_a4ac2ee9,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_random_group_mean_seed1_20260519T093718/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T093743/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_random_group_mean_seed2_20260519T101925/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T101953/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_random_group_mean_seed3_20260519T132223/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132243/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,2,medoid,0.8748333333333332,0.00472581562625255,3,1 2 3,3,60,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_1/20260519T093817_a2f3745b/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_2/20260519T102022_30163d79/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_3/20260519T132312_cf27d8ce/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_1/20260519T093817_a2f3745b results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_2/20260519T102022_30163d79 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_3/20260519T132312_cf27d8ce,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M2_medoid_seed1_20260519T093817/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T093837/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M2_medoid_seed2_20260519T102022/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102051/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M2_medoid_seed3_20260519T132312/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132329/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,2,random_group_mean,0.8748333333333332,0.00472581562625255,3,1 2 3,3,60,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_1/20260519T093907_1ec3ea90/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_2/20260519T102120_46b0f08f/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_3/20260519T132358_b0962de1/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_1/20260519T093907_1ec3ea90 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_2/20260519T102120_46b0f08f results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_3/20260519T132358_b0962de1,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M2_random_group_mean_seed1_20260519T093907/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T093936/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M2_random_group_mean_seed2_20260519T102120/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102141/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M2_random_group_mean_seed3_20260519T132358/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132419/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,2,remoteclip_vit_b32,tip_adapter,tip_adapter,,,0.8849999999999999,0.0018027756377319655,3,1 2 3,3,60,results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_2/seed_1/20260518T142024_d937c788/metrics.json results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_2/seed_2/20260518T142613_9e7fa182/metrics.json results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_2/seed_3/20260518T143257_53280004/metrics.json,results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_2/seed_1/20260518T142024_d937c788 results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_2/seed_2/20260518T142613_9e7fa182 results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_2/seed_3/20260518T143257_53280004,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_tip_adapter_shot2_seed1_20260518T142024/aid_remoteclip_vit_b32_tip_adapter_seed1/20260518T142055/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_tip_adapter_shot2_seed2_20260518T142613/aid_remoteclip_vit_b32_tip_adapter_seed2/20260518T142631/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_tip_adapter_shot2_seed3_20260518T143257/aid_remoteclip_vit_b32_tip_adapter_seed3/20260518T143319/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,4,remoteclip_vit_b32,proto_adapter,proto_adapter,,,0.9295,0.0025000000000000022,3,1 2 3,3,30,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_1/20260518T144038_737a1f5f/metrics.json results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_2/20260518T144651_ae63ef4c/metrics.json results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_3/20260518T145117_eb9c1cbd/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_1/20260518T144038_737a1f5f results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_2/20260518T144651_ae63ef4c results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_4/seed_3/20260518T145117_eb9c1cbd,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot4_seed1_20260518T144038/aid_remoteclip_vit_b32_proto_adapter_seed1/20260518T144154/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot4_seed2_20260518T144651/aid_remoteclip_vit_b32_proto_adapter_seed2/20260518T144710/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot4_seed3_20260518T145117/aid_remoteclip_vit_b32_proto_adapter_seed3/20260518T145140/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,1,mean,0.9295,0.0025000000000000022,3,1 2 3,3,30,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_1/20260519T094005_d24c3d57/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_2/20260519T102211_7a14e452/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_3/20260519T132446_d83c77d7/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_1/20260519T094005_d24c3d57 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_2/20260519T102211_7a14e452 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_3/20260519T132446_d83c77d7,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_mean_seed1_20260519T094005/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T094024/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_mean_seed2_20260519T102211/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102239/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_mean_seed3_20260519T132446/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132504/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,1,medoid,0.8926666666666666,0.010774197572596027,3,1 2 3,3,30,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/medoid/seed_1/20260519T094049_dcd5907e/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/medoid/seed_2/20260519T102305_d4d713c3/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/medoid/seed_3/20260519T132528_23e36642/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/medoid/seed_1/20260519T094049_dcd5907e results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/medoid/seed_2/20260519T102305_d4d713c3 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/medoid/seed_3/20260519T132528_23e36642,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_medoid_seed1_20260519T094049/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T094104/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_medoid_seed2_20260519T102305/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102327/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_medoid_seed3_20260519T132528/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132555/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,1,random_group_mean,0.9295,0.0025000000000000022,3,1 2 3,3,30,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_1/20260519T094135_f15b06f0/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_2/20260519T102359_1a51f3af/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_3/20260519T132620_0d1d37ce/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_1/20260519T094135_f15b06f0 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_2/20260519T102359_1a51f3af results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_3/20260519T132620_0d1d37ce,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_random_group_mean_seed1_20260519T094135/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T094643/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_random_group_mean_seed2_20260519T102359/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102420/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M1_random_group_mean_seed3_20260519T132620/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132638/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,2,medoid,0.8798333333333334,0.009451631252505182,3,1 2 3,3,60,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/medoid/seed_1/20260519T094744_3ee4fcd8/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/medoid/seed_2/20260519T102551_881b165a/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/medoid/seed_3/20260519T132708_d2ad6c95/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/medoid/seed_1/20260519T094744_3ee4fcd8 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/medoid/seed_2/20260519T102551_881b165a results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/medoid/seed_3/20260519T132708_d2ad6c95,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M2_medoid_seed1_20260519T094744/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T094813/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M2_medoid_seed2_20260519T102551/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102610/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M2_medoid_seed3_20260519T132708/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132727/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,2,random_group_mean,0.9196666666666666,0.002753785273643067,3,1 2 3,3,60,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/random_group_mean/seed_1/20260519T094900_43f0c3ae/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/random_group_mean/seed_2/20260519T102638_c296127e/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/random_group_mean/seed_3/20260519T132800_98127e99/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/random_group_mean/seed_1/20260519T094900_43f0c3ae results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/random_group_mean/seed_2/20260519T102638_c296127e results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_2/random_group_mean/seed_3/20260519T132800_98127e99,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M2_random_group_mean_seed1_20260519T094900/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T095503/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M2_random_group_mean_seed2_20260519T102638/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102717/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M2_random_group_mean_seed3_20260519T132800/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132822/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_medoid,4,medoid,0.9025,0.006946221994724876,3,1 2 3,3,120,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/medoid/seed_1/20260519T095537_6c43ff24/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/medoid/seed_2/20260519T102829_f8651496/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/medoid/seed_3/20260519T132855_06780907/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/medoid/seed_1/20260519T095537_6c43ff24 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/medoid/seed_2/20260519T102829_f8651496 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/medoid/seed_3/20260519T132855_06780907,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M4_medoid_seed1_20260519T095537/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T095629/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M4_medoid_seed2_20260519T102829/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T102925/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M4_medoid_seed3_20260519T132855/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132914/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_random_group_mean,4,random_group_mean,0.9025,0.006946221994724876,3,1 2 3,3,120,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/random_group_mean/seed_1/20260519T095704_81f6d495/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/random_group_mean/seed_2/20260519T102958_0324ebad/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/random_group_mean/seed_3/20260519T132945_044fd5c2/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/random_group_mean/seed_1/20260519T095704_81f6d495 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/random_group_mean/seed_2/20260519T102958_0324ebad results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_4/M_4/random_group_mean/seed_3/20260519T132945_044fd5c2,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M4_random_group_mean_seed1_20260519T095704/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T095734/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M4_random_group_mean_seed2_20260519T102958/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T103017/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot4_M4_random_group_mean_seed3_20260519T132945/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T133004/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,4,remoteclip_vit_b32,tip_adapter,tip_adapter,,,0.9081666666666667,0.007847504911329052,3,1 2 3,3,120,results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_4/seed_1/20260518T142127_4d49e26f/metrics.json results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_4/seed_2/20260518T142704_99eb06b9/metrics.json results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_4/seed_3/20260518T143355_213e4f7a/metrics.json,results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_4/seed_1/20260518T142127_4d49e26f results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_4/seed_2/20260518T142704_99eb06b9 results/raw/aid/remoteclip_vit_b32/tip_adapter/shot_4/seed_3/20260518T143355_213e4f7a,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_tip_adapter_shot4_seed1_20260518T142127/aid_remoteclip_vit_b32_tip_adapter_seed1/20260518T142205/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_tip_adapter_shot4_seed2_20260518T142704/aid_remoteclip_vit_b32_tip_adapter_seed2/20260518T142727/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_tip_adapter_shot4_seed3_20260518T143355/aid_remoteclip_vit_b32_tip_adapter_seed3/20260518T143427/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,8,remoteclip_vit_b32,proto_adapter,proto_adapter,,,0.9403333333333332,0.0073711147958319375,3,1 2 3,3,30,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_1/20260518T144315_665da683/metrics.json results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_2/20260518T144739_d5cb485c/metrics.json results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_3/20260518T145207_1e7f5f1c/metrics.json,results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_1/20260518T144315_665da683 results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_2/20260518T144739_d5cb485c results/raw/aid/remoteclip_vit_b32/proto_adapter/shot_8/seed_3/20260518T145207_1e7f5f1c,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot8_seed1_20260518T144315/aid_remoteclip_vit_b32_proto_adapter_seed1/20260518T144336/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot8_seed2_20260518T144739/aid_remoteclip_vit_b32_proto_adapter_seed2/20260518T144759/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_proto_adapter_shot8_seed3_20260518T145207/aid_remoteclip_vit_b32_proto_adapter_seed3/20260518T145228/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,1,mean,0.9403333333333332,0.0073711147958319375,3,1 2 3,3,30,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/mean/seed_1/20260519T095805_85090868/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/mean/seed_2/20260519T103055_f57b2993/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/mean/seed_3/20260519T133029_bf940255/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/mean/seed_1/20260519T095805_85090868 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/mean/seed_2/20260519T103055_f57b2993 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/mean/seed_3/20260519T133029_bf940255,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M1_mean_seed1_20260519T095805/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T095827/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M1_mean_seed2_20260519T103055/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T103129/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M1_mean_seed3_20260519T133029/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T133052/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
aid,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,1,medoid,0.904,0.0050000000000000044,3,1 2 3,3,30,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/medoid/seed_1/20260519T095853_990857e1/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/medoid/seed_2/20260519T103155_5d08748c/metrics.json results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/medoid/seed_3/20260519T133115_c51a2153/metrics.json,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/medoid/seed_1/20260519T095853_990857e1 results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/medoid/seed_2/20260519T103155_5d08748c results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_8/M_1/medoid/seed_3/20260519T133115_c51a2153,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M1_medoid_seed1_20260519T095853/aid_remoteclip_vit_b32_rs_cpc_seed1/20260519T095911/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M1_medoid_seed2_20260519T103155/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T103214/result_run_preflight_report.json outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot8_M1_medoid_seed3_20260519T133115/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T133134/result_run_preflight_report.json,"Verified analysis table generated from full-matrix whitelist and post-run preflight, pending final paper-facing inclusion policy."
