dataset,shot,shot_label,backbone,method,method_variant,seed,cache_entries,trainable_params,training_time_sec,inference_time_sec,images_per_second,gpu_memory_mb,num_prototypes_per_class,prototype_init,run_dir,metrics_json_path,preflight_report_path
eurosat,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,1,10,0,0.0,6.119160233065486,1764.9480629124785,,1,mean,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/mean/seed_1/20260518T015308_2cb11fdc,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/mean/seed_1/20260518T015308_2cb11fdc/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_012_rs_cpc_seed1_shot1/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022113/result_run_preflight_report.json
eurosat,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,1,10,0,0.0,6.195501429960132,1743.200307851353,,1,random_group_mean,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/random_group_mean/seed_1/20260518T015317_cd697509,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/random_group_mean/seed_1/20260518T015317_cd697509/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_013_rs_cpc_seed1_shot1/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022115/result_run_preflight_report.json
eurosat,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,1,10,0,0.0,6.23573150858283,1731.953979278122,,1,medoid,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/medoid/seed_1/20260518T015327_4fa427f7,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/medoid/seed_1/20260518T015327_4fa427f7/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_014_rs_cpc_seed1_shot1/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022116/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,1,10,0,0.0,6.274547845125198,1721.239564439803,,1,mean,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/mean/seed_1/20260518T015336_de6bbd96,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/mean/seed_1/20260518T015336_de6bbd96/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_015_rs_cpc_seed1_shot2/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022117/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,1,10,0,0.0,6.263114023953676,1724.3818264675872,,1,random_group_mean,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_1/20260518T015345_bbbc49d4,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_1/20260518T015345_bbbc49d4/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_016_rs_cpc_seed1_shot2/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022119/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,1,20,0,0.0,8.357100943103433,1292.3141737222322,,2,random_group_mean,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_1/20260518T015356_401ce8cc,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_1/20260518T015356_401ce8cc/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_017_rs_cpc_seed1_shot2/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022120/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,1,10,0,0.0,6.3400894701480865,1703.4459924976015,,1,medoid,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_1/20260518T015406_10b441d6,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_1/20260518T015406_10b441d6/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_018_rs_cpc_seed1_shot2/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022121/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,1,20,0,0.0,8.340499006211758,1294.8865519864553,,2,medoid,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_1/20260518T015417_146ecd26,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_1/20260518T015417_146ecd26/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_019_rs_cpc_seed1_shot2/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022123/result_run_preflight_report.json
eurosat,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,1,10,0,0.0,6.399315992370248,1687.6803728518146,,1,mean,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_1/20260518T015426_07df4253,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_1/20260518T015426_07df4253/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_020_rs_cpc_seed1_shot4/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022124/result_run_preflight_report.json
eurosat,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,1,10,0,0.0,6.146692633628845,1757.042468808785,,1,random_group_mean,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_1/20260518T015436_36797338,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_1/20260518T015436_36797338/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_021_rs_cpc_seed1_shot4/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022126/result_run_preflight_report.json
eurosat,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,1,20,0,0.0,8.551252195611596,1262.9729252450811,,2,random_group_mean,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_2/random_group_mean/seed_1/20260518T015447_d26594c4,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_2/random_group_mean/seed_1/20260518T015447_d26594c4/metrics.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_022_rs_cpc_seed1_shot4/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022127/result_run_preflight_report.json
